"user_id","Choice","Group","Memory","TimeClick","Timesec","Q15_Page_Submit","Q16_Page_Submit","Q17_Page_Submit","Q18_Page_Submit","Age","Gender","Q23","PC1","PC2","PC3","PC4","PF1","PF2","PF3","PF4","PF5","BA","BF1","BF2","Memory_1","Memory_2","PC","PF","Group_1","Group_2","Group_3","Group_4","Choice_f","Memory_f"
146,2,2,1,5377,5.377,NA,61.889,NA,NA,2,1,2,5,5,4,5,5,4,4,4,2,5,1,2,1,0,4.75,3.8,0,1,0,0,"Reject","WithMemory"
147,2,3,2,3273,3.273,NA,NA,32.225,NA,2,2,2,4,4,2,4,5,5,5,4,1,NA,NA,NA,0,1,3.5,4,0,0,1,0,"Reject","NoMemory"
148,2,4,2,5524,5.524,NA,NA,NA,14.366,3,2,1,5,5,5,5,4,5,5,2,5,NA,NA,NA,0,1,5,4.2,0,0,0,1,"Reject","NoMemory"
149,2,2,1,2665,2.665,NA,29.556,NA,NA,3,2,1,5,5,5,5,5,5,5,3,5,5,1,2,1,0,5,4.6,0,1,0,0,"Reject","WithMemory"
150,1,2,1,2500,2.5,NA,11.319,NA,NA,1,2,2,4,4,4,3,5,3,3,5,5,4,1,1,1,0,3.75,4.2,0,1,0,0,"Accept","WithMemory"
151,1,2,2,2677,2.677,NA,28.892,NA,NA,2,1,1,3,3,3,3,2,4,4,5,4,5,1,1,0,1,3,3.8,0,1,0,0,"Accept","NoMemory"
152,2,3,1,3499,3.499,NA,NA,26.291,NA,2,2,1,5,5,5,5,3,4,4,3,4,NA,NA,NA,1,0,5,3.6,0,0,1,0,"Reject","WithMemory"
153,1,1,1,5289,5.289,9.292,NA,NA,NA,2,2,2,4,4,3,4,3,4,5,5,4,5,1,1,1,0,3.75,4.2,1,0,0,0,"Accept","WithMemory"
154,2,2,2,4960,4.96,NA,10.2,NA,NA,4,2,1,5,5,5,5,5,5,5,5,5,5,1,1,0,1,5,5,0,1,0,0,"Reject","NoMemory"
155,2,2,1,11577,11.577,NA,18.7,NA,NA,3,1,1,4,4,4,5,3,4,4,4,3,5,1,1,1,0,4.25,3.6,0,1,0,0,"Reject","WithMemory"
156,2,4,1,1932,1.932,NA,NA,NA,18.226,1,1,2,5,5,5,5,4,5,5,4,2,NA,NA,NA,1,0,5,4,0,0,0,1,"Reject","WithMemory"
157,3,2,2,19956,19.956,NA,28.236,NA,NA,2,1,1,5,5,5,5,1,1,2,3,2,5,1,1,0,1,5,1.8,0,1,0,0,"Manage","NoMemory"
158,4,1,1,NA,NA,8.155,NA,NA,NA,2,1,1,3,2,3,3,3,3,3,2,3,5,1,1,1,0,2.75,2.8,1,0,0,0,"Other","WithMemory"
159,1,3,2,2586,2.586,NA,NA,10.189,NA,2,2,1,1,1,1,1,2,2,2,3,3,NA,NA,NA,0,1,1,2.4,0,0,1,0,"Accept","NoMemory"
160,1,4,1,3682,3.682,NA,NA,NA,11.252,1,2,1,2,2,2,2,4,4,4,4,4,NA,NA,NA,1,0,2,4,0,0,0,1,"Accept","WithMemory"
161,2,4,2,2543,2.543,NA,NA,NA,6.309,1,2,1,5,5,5,5,1,1,1,3,2,NA,NA,NA,0,1,5,1.6,0,0,0,1,"Reject","NoMemory"
162,4,1,1,NA,NA,8.509,NA,NA,NA,2,2,1,1,1,1,1,3,3,3,3,3,5,1,1,1,0,1,3,1,0,0,0,"Other","WithMemory"
163,1,3,1,3526,3.526,NA,NA,38.697,NA,1,2,1,4,4,4,4,3,4,4,4,4,NA,NA,NA,1,0,4,3.8,0,0,1,0,"Accept","WithMemory"
164,2,1,2,6748,6.748,22.187,NA,NA,NA,1,2,1,5,5,5,5,5,5,5,5,5,4,1,1,0,1,5,5,1,0,0,0,"Reject","NoMemory"
165,2,1,1,5785,5.785,12.221,NA,NA,NA,1,1,1,5,5,4,4,4,5,5,4,2,5,1,2,1,0,4.5,4,1,0,0,0,"Reject","WithMemory"
166,1,3,1,4388,4.388,NA,NA,64.16,NA,1,2,1,5,5,4,5,4,4,4,5,4,NA,NA,NA,1,0,4.75,4.2,0,0,1,0,"Accept","WithMemory"
167,2,4,2,6680,6.68,NA,NA,NA,71.823,3,1,1,4,4,4,4,2,3,4,4,4,NA,NA,NA,0,1,4,3.4,0,0,0,1,"Reject","NoMemory"
168,1,3,2,3607,3.607,NA,NA,27.511,NA,1,2,1,4,4,4,4,4,3,2,4,3,NA,NA,NA,0,1,4,3.2,0,0,1,0,"Accept","NoMemory"
169,1,4,1,9527,9.527,NA,NA,NA,21.315,2,1,1,3,3,3,2,3,3,3,4,4,NA,NA,NA,1,0,2.75,3.4,0,0,0,1,"Accept","WithMemory"
170,1,1,2,5602,5.602,15.751,NA,NA,NA,2,1,1,3,2,2,2,2,2,3,4,4,5,1,1,0,1,2.25,3,1,0,0,0,"Accept","NoMemory"
171,1,2,1,4432,4.432,NA,24.3,NA,NA,1,1,1,5,5,5,5,5,5,5,3,5,3,2,1,1,0,5,4.6,0,1,0,0,"Accept","WithMemory"
172,1,2,1,1686,1.686,NA,7.983,NA,NA,1,2,1,5,4,4,5,4,4,4,5,4,3,1,1,1,0,4.5,4.2,0,1,0,0,"Accept","WithMemory"
173,1,3,1,10347,10.347,NA,NA,14.27,NA,3,2,1,5,5,5,5,3,5,5,5,5,NA,NA,NA,1,0,5,4.6,0,0,1,0,"Accept","WithMemory"
174,2,2,1,7380,7.38,NA,34.651,NA,NA,2,2,1,5,5,5,5,2,2,2,2,2,5,1,1,1,0,5,2,0,1,0,0,"Reject","WithMemory"
175,1,3,1,5341,5.341,NA,NA,110.814,NA,3,1,2,2,2,4,2,2,4,4,5,5,NA,NA,NA,1,0,2.5,4,0,0,1,0,"Accept","WithMemory"
176,2,2,1,3724,3.724,NA,10.18,NA,NA,1,2,1,4,4,4,4,4,5,5,4,3,5,1,2,1,0,4,4.2,0,1,0,0,"Reject","WithMemory"
177,2,2,1,2730,2.73,NA,21.101,NA,NA,2,2,1,2,2,3,3,2,4,3,4,3,5,1,1,1,0,2.5,3.2,0,1,0,0,"Reject","WithMemory"
178,2,4,2,8882,8.882,NA,NA,NA,14.202,2,2,1,5,5,5,5,5,5,5,5,5,NA,NA,NA,0,1,5,5,0,0,0,1,"Reject","NoMemory"
179,2,1,2,9004,9.004,18.877,NA,NA,NA,3,1,1,4,4,4,4,4,4,4,5,4,4,1,2,0,1,4,4.2,1,0,0,0,"Reject","NoMemory"
180,2,4,1,5014,5.014,NA,NA,NA,29.186,3,2,1,5,5,5,5,2,2,2,2,3,NA,NA,NA,1,0,5,2.2,0,0,0,1,"Reject","WithMemory"
181,1,3,1,6661,6.661,NA,NA,34.441,NA,1,2,1,4,4,4,4,4,4,4,4,4,NA,NA,NA,1,0,4,4,0,0,1,0,"Accept","WithMemory"
182,3,1,2,14817,14.817,44.322,NA,NA,NA,3,1,1,5,5,5,5,4,5,5,5,5,5,1,2,0,1,5,4.8,1,0,0,0,"Manage","NoMemory"
183,2,4,1,2039,2.039,NA,NA,NA,35.125,3,2,1,5,5,5,5,3,4,4,2,4,NA,NA,NA,1,0,5,3.4,0,0,0,1,"Reject","WithMemory"
184,1,1,1,2920,2.92,15.983,NA,NA,NA,3,2,1,5,5,5,5,4,4,4,2,4,5,1,2,1,0,5,3.6,1,0,0,0,"Accept","WithMemory"
185,1,3,1,3416,3.416,NA,NA,32.201,NA,3,2,1,4,5,4,5,2,4,3,3,4,NA,NA,NA,1,0,4.5,3.2,0,0,1,0,"Accept","WithMemory"
186,1,3,2,1755,1.755,NA,NA,14.081,NA,3,1,1,4,4,4,4,4,4,5,4,4,NA,NA,NA,0,1,4,4.2,0,0,1,0,"Accept","NoMemory"
187,4,4,2,NA,NA,NA,NA,NA,NA,2,1,2,5,5,5,5,5,5,5,5,5,NA,NA,NA,0,1,5,5,0,0,0,1,"Other","NoMemory"
188,1,2,2,1536,1.536,NA,11.792,NA,NA,3,2,1,4,4,4,3,3,3,4,4,4,4,1,2,0,1,3.75,3.6,0,1,0,0,"Accept","NoMemory"
189,1,2,1,5329,5.329,NA,14.378,NA,NA,2,1,1,3,3,2,3,4,4,4,4,4,5,1,1,1,0,2.75,4,0,1,0,0,"Accept","WithMemory"
190,2,1,2,5533,5.533,7.692,NA,NA,NA,2,2,1,4,3,4,4,4,4,4,4,5,5,1,1,0,1,3.75,4.2,1,0,0,0,"Reject","NoMemory"
191,2,4,1,7080,7.08,NA,NA,NA,6.446,3,2,2,4,3,3,3,3,3,3,3,4,NA,NA,NA,1,0,3.25,3.2,0,0,0,1,"Reject","WithMemory"
192,1,2,1,1642,1.642,NA,5.771,NA,NA,3,2,1,4,4,4,4,4,4,4,4,4,5,1,1,1,0,4,4,0,1,0,0,"Accept","WithMemory"
193,2,3,2,3287,3.287,NA,NA,10.102,NA,3,1,1,5,5,5,5,1,1,1,1,1,NA,NA,NA,0,1,5,1,0,0,1,0,"Reject","NoMemory"
194,4,1,2,NA,NA,6.029,NA,NA,NA,1,2,1,1,1,1,1,5,5,5,3,4,5,1,1,0,1,1,4.4,1,0,0,0,"Other","NoMemory"
195,3,2,2,6435,6.435,NA,14.702,NA,NA,3,1,1,4,4,3,3,4,4,3,4,4,5,1,1,0,1,3.5,3.8,0,1,0,0,"Manage","NoMemory"
196,1,1,1,3255,3.255,7.794,NA,NA,NA,3,2,1,4,4,4,4,4,4,4,4,3,5,1,1,1,0,4,3.8,1,0,0,0,"Accept","WithMemory"
197,4,3,1,NA,NA,NA,NA,5.044,NA,1,2,1,3,3,3,3,4,4,4,4,5,NA,NA,NA,1,0,3,4.2,0,0,1,0,"Other","WithMemory"
198,2,4,2,7818,7.818,NA,NA,NA,12.229,2,2,1,2,2,2,2,2,2,2,2,2,NA,NA,NA,0,1,2,2,0,0,0,1,"Reject","NoMemory"
199,2,2,2,3443,3.443,NA,9.148,NA,NA,2,1,1,4,4,4,4,1,1,1,1,3,5,1,2,0,1,4,1.4,0,1,0,0,"Reject","NoMemory"
200,2,4,1,2446,2.446,NA,NA,NA,6.682,1,2,1,5,5,5,5,4,4,4,4,4,NA,NA,NA,1,0,5,4,0,0,0,1,"Reject","WithMemory"
201,4,3,1,NA,NA,NA,NA,4.203,NA,2,1,1,3,3,3,4,3,3,3,4,3,NA,NA,NA,1,0,3.25,3.2,0,0,1,0,"Other","WithMemory"
202,2,1,2,9255,9.255,19.785,NA,NA,NA,2,1,2,3,3,3,4,1,1,1,1,2,5,1,1,0,1,3.25,1.2,1,0,0,0,"Reject","NoMemory"
203,2,4,2,7856,7.856,NA,NA,NA,20.415,1,2,1,2,3,2,2,2,3,2,4,2,NA,NA,NA,0,1,2.25,2.6,0,0,0,1,"Reject","NoMemory"
204,2,1,2,2657,2.657,13.074,NA,NA,NA,1,1,2,4,4,4,5,4,4,4,4,2,5,1,1,0,1,4.25,3.6,1,0,0,0,"Reject","NoMemory"
205,2,3,1,4926,4.926,NA,NA,16.966,NA,1,2,1,2,2,2,2,2,2,4,4,2,NA,NA,NA,1,0,2,2.8,0,0,1,0,"Reject","WithMemory"
206,2,2,2,3391,3.391,NA,20.402,NA,NA,2,2,2,4,4,4,4,4,4,4,5,3,5,1,1,0,1,4,4,0,1,0,0,"Reject","NoMemory"
207,2,2,1,11653,11.653,NA,27.148,NA,NA,2,2,2,5,4,2,4,4,5,2,4,2,5,1,2,1,0,3.75,3.4,0,1,0,0,"Reject","WithMemory"
208,1,3,2,3577,3.577,NA,NA,11.401,NA,2,2,1,4,4,4,4,4,5,5,5,3,NA,NA,NA,0,1,4,4.4,0,0,1,0,"Accept","NoMemory"
209,1,1,1,5191,5.191,30.7,NA,NA,NA,2,1,1,4,5,4,5,4,5,3,5,5,5,1,2,1,0,4.5,4.4,1,0,0,0,"Accept","WithMemory"
210,2,2,2,9871,9.871,NA,11.45,NA,NA,2,1,1,4,4,4,4,4,4,4,4,4,5,1,2,0,1,4,4,0,1,0,0,"Reject","NoMemory"
211,1,1,2,1700,1.7,12.088,NA,NA,NA,1,2,1,4,4,4,4,4,4,4,4,4,5,1,1,0,1,4,4,1,0,0,0,"Accept","NoMemory"
212,2,4,1,3690,3.69,NA,NA,NA,11.174,3,2,2,5,4,4,4,4,4,5,5,4,NA,NA,NA,1,0,4.25,4.4,0,0,0,1,"Reject","WithMemory"
213,1,3,1,5096,5.096,NA,NA,4.392,NA,2,2,2,4,4,4,5,5,5,5,4,4,NA,NA,NA,1,0,4.25,4.6,0,0,1,0,"Accept","WithMemory"
214,1,1,1,3373,3.373,5.498,NA,NA,NA,2,1,2,5,5,5,4,4,5,5,4,4,5,1,2,1,0,4.75,4.4,1,0,0,0,"Accept","WithMemory"
215,2,2,2,1941,1.941,NA,4.559,NA,NA,4,1,2,5,5,4,4,5,5,5,4,4,5,1,2,0,1,4.5,4.6,0,1,0,0,"Reject","NoMemory"
216,2,4,1,1843,1.843,NA,NA,NA,12.8,2,2,1,4,4,4,4,4,4,4,3,4,NA,NA,NA,1,0,4,3.8,0,0,0,1,"Reject","WithMemory"
217,2,2,2,7727,7.727,NA,8.477,NA,NA,2,2,1,1,1,1,1,2,2,1,1,1,5,1,1,0,1,1,1.4,0,1,0,0,"Reject","NoMemory"
218,2,3,2,3509,3.509,NA,NA,28.446,NA,1,2,1,5,5,5,5,5,5,5,5,5,NA,NA,NA,0,1,5,5,0,0,1,0,"Reject","NoMemory"
219,2,2,2,9815,9.815,NA,12,NA,NA,NA,3,2,3,3,3,3,3,3,3,3,3,5,1,2,0,1,3,3,0,1,0,0,"Reject","NoMemory"
220,2,3,2,4173,4.173,NA,NA,21.871,NA,1,2,1,5,5,4,5,3,5,5,3,5,NA,NA,NA,0,1,4.75,4.2,0,0,1,0,"Reject","NoMemory"
221,2,4,2,7926,7.926,NA,NA,NA,9.645,1,2,1,1,1,3,1,4,1,4,1,1,NA,NA,NA,0,1,1.5,2.2,0,0,0,1,"Reject","NoMemory"
222,4,3,2,NA,NA,NA,NA,7.445,NA,1,2,1,4,3,5,3,4,5,5,5,2,NA,NA,NA,0,1,3.75,4.2,0,0,1,0,"Other","NoMemory"
223,2,4,1,4590,4.59,NA,NA,NA,20.242,1,1,1,4,4,4,4,2,4,3,3,4,NA,NA,NA,1,0,4,3.2,0,0,0,1,"Reject","WithMemory"
224,1,3,2,43614,43.614,NA,NA,116.992,NA,1,2,1,4,4,5,4,4,3,4,5,3,NA,NA,NA,0,1,4.25,3.8,0,0,1,0,"Accept","NoMemory"
225,4,3,1,NA,NA,NA,NA,7.602,NA,1,1,2,4,4,3,4,4,5,3,5,3,NA,NA,NA,1,0,3.75,4,0,0,1,0,"Other","WithMemory"
226,2,4,2,4973,4.973,NA,NA,NA,12.602,1,2,1,3,1,2,3,1,1,1,1,1,NA,NA,NA,0,1,2.25,1,0,0,0,1,"Reject","NoMemory"
227,2,2,2,4665,4.665,NA,23.063,NA,NA,2,2,1,5,5,5,5,4,4,4,4,5,5,1,2,0,1,5,4.2,0,1,0,0,"Reject","NoMemory"
228,1,3,2,3176,3.176,NA,NA,9.282,NA,1,1,1,4,4,3,3,4,4,4,4,4,NA,NA,NA,0,1,3.5,4,0,0,1,0,"Accept","NoMemory"
229,1,1,1,4870,4.87,45.86,NA,NA,NA,3,1,1,5,5,5,5,5,5,5,5,5,5,1,1,1,0,5,5,1,0,0,0,"Accept","WithMemory"
230,2,4,2,7254,7.254,NA,NA,NA,22.923,2,2,1,5,4,4,2,4,4,4,4,4,NA,NA,NA,0,1,3.75,4,0,0,0,1,"Reject","NoMemory"
231,1,1,1,3231,3.231,32.8,NA,NA,NA,3,2,1,4,4,4,4,4,4,4,4,5,5,1,2,1,0,4,4.2,1,0,0,0,"Accept","WithMemory"
232,2,2,2,10906,10.906,NA,26.801,NA,NA,1,1,1,5,5,5,5,2,4,4,2,4,5,1,1,0,1,5,3.2,0,1,0,0,"Reject","NoMemory"
233,2,4,2,5037,5.037,NA,NA,NA,11.095,1,2,1,2,4,4,4,2,4,4,3,4,NA,NA,NA,0,1,3.5,3.4,0,0,0,1,"Reject","NoMemory"
234,1,4,2,5061,5.061,NA,NA,NA,23.846,3,1,1,5,5,5,5,4,4,5,4,4,NA,NA,NA,0,1,5,4.2,0,0,0,1,"Accept","NoMemory"
235,1,3,1,4207,4.207,NA,NA,13.06,NA,5,1,1,5,5,5,5,5,5,5,5,5,NA,NA,NA,1,0,5,5,0,0,1,0,"Accept","WithMemory"
236,2,1,2,8452,8.452,14.224,NA,NA,NA,3,2,1,5,4,5,5,5,5,5,5,5,5,1,2,0,1,4.75,5,1,0,0,0,"Reject","NoMemory"
237,1,1,1,5574,5.574,18.229,NA,NA,NA,4,2,1,3,3,4,4,5,4,5,1,5,5,1,2,1,0,3.5,4,1,0,0,0,"Accept","WithMemory"
238,2,4,2,9894,9.894,NA,NA,NA,31.384,3,1,1,4,5,5,5,2,1,4,4,2,NA,NA,NA,0,1,4.75,2.6,0,0,0,1,"Reject","NoMemory"
239,2,2,1,1803,1.803,NA,13.961,NA,NA,1,2,1,5,5,5,5,5,5,5,5,5,5,1,1,1,0,5,5,0,1,0,0,"Reject","WithMemory"
240,2,2,2,6514,6.514,NA,15.472,NA,NA,3,2,1,4,4,4,4,4,3,3,3,3,5,1,2,0,1,4,3.2,0,1,0,0,"Reject","NoMemory"
241,1,4,2,3528,3.528,NA,NA,NA,11.015,2,2,1,3,2,4,4,4,4,4,4,4,NA,NA,NA,0,1,3.25,4,0,0,0,1,"Accept","NoMemory"
242,1,2,1,16671,16.671,NA,30.76,NA,NA,2,1,1,5,5,5,5,3,4,5,4,4,5,1,2,1,0,5,4,0,1,0,0,"Accept","WithMemory"
243,2,4,1,6413,6.413,NA,NA,NA,17.15,4,1,1,3,3,3,3,5,4,3,3,3,NA,NA,NA,1,0,3,3.6,0,0,0,1,"Reject","WithMemory"
244,4,2,1,NA,NA,NA,15.878,NA,NA,1,1,2,1,1,2,2,2,1,2,2,1,5,1,2,1,0,1.5,1.6,0,1,0,0,"Other","WithMemory"
245,1,3,1,2379,2.379,NA,NA,8.89,NA,1,2,1,5,5,5,5,2,5,5,4,5,NA,NA,NA,1,0,5,4.2,0,0,1,0,"Accept","WithMemory"
246,2,4,1,9333,9.333,NA,NA,NA,15.9,2,1,1,3,4,4,4,5,5,4,2,4,NA,NA,NA,1,0,3.75,4,0,0,0,1,"Reject","WithMemory"
247,1,1,2,1747,1.747,10.219,NA,NA,NA,1,1,1,5,3,2,2,5,3,2,3,3,5,1,1,0,1,3,3.2,1,0,0,0,"Accept","NoMemory"
248,2,4,1,2521,2.521,NA,NA,NA,7.549,1,1,1,4,4,3,3,3,3,3,3,3,NA,NA,NA,1,0,3.5,3,0,0,0,1,"Reject","WithMemory"
249,2,3,1,3983,3.983,NA,NA,7.771,NA,1,2,1,4,4,4,4,4,4,4,4,4,NA,NA,NA,1,0,4,4,0,0,1,0,"Reject","WithMemory"
250,1,1,1,5215,5.215,12.297,NA,NA,NA,1,2,1,1,1,2,2,5,5,5,5,5,4,1,1,1,0,1.5,5,1,0,0,0,"Accept","WithMemory"
251,2,1,2,1799,1.799,17.866,NA,NA,NA,1,2,1,4,4,4,4,3,3,3,3,3,5,1,2,0,1,4,3,1,0,0,0,"Reject","NoMemory"
252,2,4,2,7112,7.112,NA,NA,NA,13.753,1,2,1,3,2,3,4,3,4,4,4,3,NA,NA,NA,0,1,3,3.6,0,0,0,1,"Reject","NoMemory"
253,2,4,2,5311,5.311,NA,NA,NA,54.339,1,2,1,3,3,4,4,1,4,4,1,3,NA,NA,NA,0,1,3.5,2.6,0,0,0,1,"Reject","NoMemory"
254,2,3,1,4831,4.831,NA,NA,21.65,NA,1,2,1,4,4,3,3,2,4,4,4,3,NA,NA,NA,1,0,3.5,3.4,0,0,1,0,"Reject","WithMemory"
255,3,4,2,22268,22.268,NA,NA,NA,29.472,1,2,1,4,4,4,4,3,4,4,3,4,NA,NA,NA,0,1,4,3.6,0,0,0,1,"Manage","NoMemory"
256,3,2,2,52069,52.069,NA,58.651,NA,NA,1,2,1,4,2,4,2,4,4,3,4,4,5,1,2,0,1,3,3.8,0,1,0,0,"Manage","NoMemory"
257,2,4,2,2215,2.215,NA,NA,NA,6.85,1,1,1,5,5,5,5,4,4,4,4,4,NA,NA,NA,0,1,5,4,0,0,0,1,"Reject","NoMemory"
258,2,2,1,2036,2.036,NA,19.689,NA,NA,1,2,1,4,4,5,5,4,4,4,4,4,5,1,1,1,0,4.5,4,0,1,0,0,"Reject","WithMemory"
259,1,1,1,4256,4.256,9.51,NA,NA,NA,1,2,1,5,5,5,5,4,5,4,3,2,5,1,1,1,0,5,3.6,1,0,0,0,"Accept","WithMemory"
260,1,4,1,9856,9.856,NA,NA,NA,20.673,1,2,1,4,4,4,4,4,4,4,4,4,NA,NA,NA,1,0,4,4,0,0,0,1,"Accept","WithMemory"
261,2,1,2,2501,2.501,14.718,NA,NA,NA,1,2,1,5,5,5,5,5,5,5,5,5,4,1,2,0,1,5,5,1,0,0,0,"Reject","NoMemory"
262,2,3,1,3584,3.584,NA,NA,7.731,NA,1,2,1,4,4,3,3,3,2,1,3,1,NA,NA,NA,1,0,3.5,2,0,0,1,0,"Reject","WithMemory"
263,2,2,2,7822,7.822,NA,9.767,NA,NA,1,2,1,4,4,4,4,4,4,4,3,4,5,1,2,0,1,4,3.8,0,1,0,0,"Reject","NoMemory"
264,1,4,1,3513,3.513,NA,NA,NA,61.958,1,2,1,2,4,4,4,4,4,4,4,4,NA,NA,NA,1,0,3.5,4,0,0,0,1,"Accept","WithMemory"
265,1,3,1,2501,2.501,NA,NA,15.295,NA,1,2,1,5,5,5,5,5,5,5,5,5,NA,NA,NA,1,0,5,5,0,0,1,0,"Accept","WithMemory"
266,2,4,2,2037,2.037,NA,NA,NA,29.883,1,2,1,5,5,2,4,4,5,4,5,4,NA,NA,NA,0,1,4,4.4,0,0,0,1,"Reject","NoMemory"
267,4,1,2,NA,NA,8.186,NA,NA,NA,1,1,1,4,2,4,4,5,4,4,5,4,5,1,2,0,1,3.5,4.4,1,0,0,0,"Other","NoMemory"
268,1,3,1,3723,3.723,NA,NA,8.933,NA,1,2,1,4,4,5,5,5,4,3,3,3,NA,NA,NA,1,0,4.5,3.6,0,0,1,0,"Accept","WithMemory"
269,2,4,1,2560,2.56,NA,NA,NA,7.027,1,2,1,5,5,4,4,5,3,5,4,4,NA,NA,NA,1,0,4.5,4.2,0,0,0,1,"Reject","WithMemory"
270,2,2,2,6828,6.828,NA,28.255,NA,NA,1,2,1,4,4,4,4,3,4,4,5,4,5,1,2,0,1,4,4,0,1,0,0,"Reject","NoMemory"
271,2,1,2,4555,4.555,7.601,NA,NA,NA,1,2,1,5,5,5,5,2,5,5,4,4,5,1,2,0,1,5,4,1,0,0,0,"Reject","NoMemory"
272,2,1,2,12582,12.582,20.101,NA,NA,NA,1,2,1,4,4,4,4,2,4,4,4,4,5,1,2,0,1,4,3.6,1,0,0,0,"Reject","NoMemory"
273,2,2,2,2031,2.031,NA,22.118,NA,NA,1,2,1,4,4,4,4,2,5,3,2,2,5,1,2,0,1,4,2.8,0,1,0,0,"Reject","NoMemory"
274,2,4,1,2891,2.891,NA,NA,NA,7.352,1,1,1,3,3,3,3,3,2,4,3,4,NA,NA,NA,1,0,3,3.2,0,0,0,1,"Reject","WithMemory"
275,1,4,2,2889,2.889,NA,NA,NA,22.507,1,2,1,5,5,5,5,5,5,5,5,5,NA,NA,NA,0,1,5,5,0,0,0,1,"Accept","NoMemory"
276,3,3,2,8032,8.032,NA,NA,13.099,NA,3,1,1,1,4,4,4,3,4,4,5,5,NA,NA,NA,0,1,3.25,4.2,0,0,1,0,"Manage","NoMemory"
277,2,1,2,3321,3.321,43.887,NA,NA,NA,1,1,1,2,2,2,2,2,4,4,4,4,5,1,1,0,1,2,3.6,1,0,0,0,"Reject","NoMemory"
278,1,2,1,4747,4.747,NA,32.446,NA,NA,3,1,1,4,4,3,4,3,4,4,5,4,5,1,2,1,0,3.75,4,0,1,0,0,"Accept","WithMemory"
279,1,3,2,3415,3.415,NA,NA,13.6,NA,1,2,1,3,4,3,2,4,2,3,2,3,NA,NA,NA,0,1,3,2.8,0,0,1,0,"Accept","NoMemory"
280,1,1,1,4720,4.72,7.6,NA,NA,NA,1,2,1,3,4,4,4,3,4,2,2,4,5,1,2,1,0,3.75,3,1,0,0,0,"Accept","WithMemory"
281,2,2,1,1932,1.932,NA,54.513,NA,NA,1,2,1,5,5,4,4,5,5,5,5,3,5,1,2,1,0,4.5,4.6,0,1,0,0,"Reject","WithMemory"
282,3,3,2,2400,2.4,NA,NA,8.917,NA,3,2,1,3,2,4,3,1,5,4,5,2,NA,NA,NA,0,1,3,3.4,0,0,1,0,"Manage","NoMemory"
283,3,4,2,29660,29.66,NA,NA,NA,45.18,3,1,1,3,3,2,4,2,3,3,1,4,NA,NA,NA,0,1,3,2.6,0,0,0,1,"Manage","NoMemory"
284,3,1,2,56473,56.473,59.775,NA,NA,NA,1,2,1,5,5,5,5,5,5,4,5,4,5,1,2,0,1,5,4.6,1,0,0,0,"Manage","NoMemory"
285,2,4,1,9012,9.012,NA,NA,NA,15.07,1,2,1,1,3,2,2,3,3,3,5,4,NA,NA,NA,1,0,2,3.6,0,0,0,1,"Reject","WithMemory"
286,2,3,1,5209,5.209,NA,NA,20.5,NA,1,2,1,4,4,3,3,4,4,4,3,4,NA,NA,NA,1,0,3.5,3.8,0,0,1,0,"Reject","WithMemory"
287,1,3,2,4210,4.21,NA,NA,10.608,NA,1,2,1,5,5,3,4,5,5,5,5,5,NA,NA,NA,0,1,4.25,5,0,0,1,0,"Accept","NoMemory"
288,2,4,2,2385,2.385,NA,NA,NA,75.56,1,2,1,5,5,5,5,4,4,4,4,4,NA,NA,NA,0,1,5,4,0,0,0,1,"Reject","NoMemory"
289,4,1,1,NA,NA,3.24,NA,NA,NA,3,2,2,4,4,4,4,4,4,2,3,4,5,1,1,1,0,4,3.4,1,0,0,0,"Other","WithMemory"
290,1,3,1,3709,3.709,NA,NA,5.169,NA,2,1,1,1,1,1,1,3,2,3,3,3,NA,NA,NA,1,0,1,2.8,0,0,1,0,"Accept","WithMemory"
291,1,1,1,2884,2.884,12.773,NA,NA,NA,2,2,2,4,4,3,3,4,4,4,4,3,4,1,1,1,0,3.5,3.8,1,0,0,0,"Accept","WithMemory"
292,1,1,1,5534,5.534,20.203,NA,NA,NA,1,2,1,3,4,3,3,4,3,3,2,2,3,1,1,1,0,3.25,2.8,1,0,0,0,"Accept","WithMemory"
293,4,2,2,NA,NA,NA,21.098,NA,NA,1,1,1,4,4,4,4,3,4,4,5,4,3,1,1,0,1,4,4,0,1,0,0,"Other","NoMemory"
294,1,1,1,5739,5.739,13.137,NA,NA,NA,1,1,1,4,3,4,4,4,2,2,3,3,4,1,2,1,0,3.75,2.8,1,0,0,0,"Accept","WithMemory"
295,1,2,1,4274,4.274,NA,17.408,NA,NA,3,1,1,4,4,3,4,3,4,4,5,4,4,1,1,1,0,3.75,4,0,1,0,0,"Accept","WithMemory"
296,2,1,1,2901,2.901,13.797,NA,NA,NA,1,1,1,4,4,4,4,4,3,3,3,3,3,1,1,1,0,4,3.2,1,0,0,0,"Reject","WithMemory"
297,1,3,2,13817,13.817,NA,NA,23.773,NA,3,3,2,5,5,3,3,3,5,5,5,5,NA,NA,NA,0,1,4,4.6,0,0,1,0,"Accept","NoMemory"
298,1,1,2,1557,1.557,14.645,NA,NA,NA,3,3,2,4,4,5,4,5,4,5,5,5,4,1,1,0,1,4.25,4.8,1,0,0,0,"Accept","NoMemory"
299,2,2,1,3977,3.977,NA,NA,NA,NA,5,4,1,4,4,4,4,4,4,4,5,5,4,1,1,1,0,4,4.4,0,1,0,0,"Reject","WithMemory"
